index,APL,WCtime,RNGCalls,Estimated_Variance,PCoeff_old,PCoeff_new,Var_Plain,Var_VR,bias_num,bias_trap
431,1.182900e+02,1.190236e+00,4.731600e+04,1.091903e-02,-9.788396e-01,-9.498873e-01,9.724358e-03,6.419513e-04,-7.573507e-05,-7.573507e-05
432,1.080000e+02,9.978644e-01,4.320000e+04,9.885699e-03,-9.801664e-01,-9.555040e-01,1.026521e-02,5.489912e-04,-1.442175e-05,-1.442175e-05
433,5.172500e+01,6.554339e-01,2.069000e+04,4.905694e-03,-9.767864e-01,-9.311170e-01,3.758254e-03,2.378190e-04,4.123840e-05,4.123840e-05
434,5.457500e+01,7.186660e-01,2.183000e+04,5.207047e-03,-9.836674e-01,-9.457895e-01,5.675015e-03,3.088361e-04,8.693439e-05,8.693439e-05
435,1.034150e+02,9.578150e-01,4.136600e+04,1.035900e-02,-9.871952e-01,-9.609435e-01,1.017184e-02,4.401746e-04,4.677162e-05,4.677162e-05
436,1.334550e+02,1.254319e+00,5.338200e+04,1.328904e-02,-9.774207e-01,-9.543190e-01,1.207975e-02,9.562359e-04,4.797833e-05,4.797833e-05
437,1.298500e+02,1.107561e+00,5.194000e+04,1.190909e-02,-9.748889e-01,-9.419859e-01,1.193661e-02,8.446947e-04,4.607361e-05,4.607361e-05
438,1.262350e+02,1.185958e+00,5.049400e+04,1.277320e-02,-9.760640e-01,-9.564113e-01,1.255897e-02,1.000980e-03,7.305812e-06,7.305812e-06
439,1.267200e+02,1.214142e+00,5.068800e+04,1.180453e-02,-9.623631e-01,-9.438838e-01,1.040144e-02,1.075279e-03,3.768511e-05,3.768511e-05
440,9.629000e+01,8.827695e-01,3.851600e+04,8.939605e-03,-9.474004e-01,-9.178357e-01,7.173726e-03,9.865708e-04,5.989238e-05,5.989238e-05
441,6.531000e+01,7.198062e-01,2.612400e+04,6.166322e-03,-9.279413e-01,-9.045806e-01,4.174704e-03,9.500455e-04,9.311770e-05,9.311770e-05
442,5.986000e+01,7.482962e-01,2.394400e+04,5.565432e-03,-9.739723e-01,-9.483216e-01,3.471939e-03,5.899998e-04,5.427204e-05,5.427204e-05
443,1.087750e+02,9.808115e-01,4.351000e+04,1.106795e-02,-9.793629e-01,-9.628140e-01,7.064516e-03,7.511034e-04,2.483400e-05,2.483400e-05
444,1.266950e+02,1.195847e+00,5.067800e+04,1.387994e-02,-9.887188e-01,-9.729305e-01,9.242932e-03,1.004453e-03,-1.580133e-05,-1.580133e-05
445,1.434350e+02,1.213303e+00,5.737400e+04,1.582930e-02,-9.819334e-01,-9.652576e-01,9.286391e-03,1.285142e-03,-3.067789e-05,-3.067789e-05
446,1.372950e+02,1.260800e+00,5.491800e+04,1.643925e-02,-9.841022e-01,-9.703587e-01,1.032383e-02,1.281987e-03,-4.553359e-05,-4.553359e-05
447,1.299450e+02,1.224202e+00,5.197800e+04,1.860540e-02,-9.845374e-01,-9.730421e-01,1.142313e-02,1.390651e-03,-4.435752e-05,-4.435752e-05
448,1.035750e+02,9.513414e-01,4.143000e+04,1.639541e-02,-9.821212e-01,-9.745729e-01,8.872156e-03,1.346884e-03,-3.524032e-05,-3.524032e-05
449,5.995500e+01,6.801625e-01,2.398200e+04,9.827272e-03,-9.852628e-01,-9.752792e-01,5.687437e-03,7.961481e-04,-6.748337e-05,-6.748337e-05
450,6.198000e+01,7.595774e-01,2.479200e+04,1.486950e-02,-9.799517e-01,-9.794621e-01,1.583367e-02,7.712381e-04,2.851065e-05,2.851065e-05
451,1.013850e+02,9.195967e-01,4.055400e+04,2.390060e-02,-9.868591e-01,-9.843054e-01,2.328425e-02,8.141654e-04,4.713675e-05,4.713675e-05
452,1.465850e+02,1.325027e+00,5.863400e+04,3.519640e-02,-9.844913e-01,-9.813494e-01,2.907869e-02,1.446290e-03,8.813672e-05,8.813672e-05
453,1.345800e+02,1.132616e+00,5.383200e+04,3.400734e-02,-9.864233e-01,-9.838031e-01,2.840309e-02,9.873044e-04,1.016346e-04,1.016346e-04
454,1.452700e+02,1.305993e+00,5.810800e+04,3.443132e-02,-9.822427e-01,-9.800142e-01,2.692485e-02,1.277872e-03,1.471045e-04,1.471045e-04
455,1.217400e+02,1.168367e+00,4.869600e+04,2.943548e-02,-9.698474e-01,-9.644953e-01,2.427938e-02,1.548910e-03,2.451405e-04,2.451405e-04
456,1.079300e+02,9.370148e-01,4.317200e+04,2.605070e-02,-9.712582e-01,-9.670364e-01,2.305743e-02,1.576533e-03,3.020434e-04,3.020434e-04
457,5.498500e+01,7.017714e-01,2.199400e+04,1.421407e-02,-9.435758e-01,-9.408797e-01,1.004961e-02,1.348131e-03,3.763348e-04,3.763348e-04
458,6.148000e+01,6.654021e-01,2.459200e+04,3.814401e-02,-9.854247e-01,-9.849932e-01,3.939805e-02,1.370954e-03,3.233609e-04,3.233609e-04
459,9.869000e+01,1.002875e+00,3.947600e+04,6.198456e-02,-9.865538e-01,-9.860353e-01,4.833691e-02,1.885179e-03,3.076571e-04,3.076571e-04
460,1.281600e+02,1.055798e+00,5.126400e+04,8.439103e-02,-9.878396e-01,-9.852862e-01,6.896129e-02,2.470479e-03,2.683209e-04,2.683209e-04
461,1.428650e+02,1.133362e+00,5.714600e+04,9.796493e-02,-9.855800e-01,-9.837257e-01,9.332370e-02,3.783345e-03,2.219352e-04,2.219352e-04
462,1.366750e+02,1.261712e+00,5.467000e+04,1.048439e-01,-9.801618e-01,-9.774206e-01,8.721413e-02,4.492871e-03,2.392050e-04,2.392050e-04
463,1.317050e+02,1.221464e+00,5.268200e+04,1.001789e-01,-9.848286e-01,-9.837009e-01,9.349984e-02,4.025739e-03,2.211236e-04,2.211236e-04
464,9.899500e+01,9.460047e-01,3.959800e+04,7.895729e-02,-9.827578e-01,-9.817746e-01,6.554738e-02,2.840536e-03,2.399246e-04,2.399246e-04
465,6.009500e+01,7.465350e-01,2.403800e+04,5.470865e-02,-9.719190e-01,-9.711096e-01,3.973637e-02,2.104548e-03,2.421881e-04,2.421881e-04
466,6.637500e+01,8.029024e-01,2.655000e+04,7.764813e-02,-9.845530e-01,-9.836019e-01,5.259024e-02,2.421830e-03,1.678076e-04,1.678076e-04
467,8.980500e+01,1.003730e+00,3.592200e+04,1.006666e-01,-9.895677e-01,-9.889169e-01,9.103168e-02,3.491543e-03,1.441641e-04,1.441641e-04
468,1.326250e+02,1.413111e+00,5.305000e+04,1.348428e-01,-9.913665e-01,-9.917589e-01,1.232541e-01,2.463679e-03,3.342660e-05,3.342660e-05
469,1.370300e+02,1.277127e+00,5.481200e+04,1.360980e-01,-9.913565e-01,-9.911604e-01,1.282835e-01,2.574566e-03,5.393012e-05,5.393012e-05
470,1.398250e+02,1.310763e+00,5.593000e+04,1.356043e-01,-9.927230e-01,-9.920789e-01,1.316852e-01,2.876862e-03,-7.008794e-05,-7.008794e-05
471,1.341400e+02,1.121726e+00,5.365600e+04,1.275486e-01,-9.936613e-01,-9.936917e-01,1.313578e-01,2.153000e-03,-1.083636e-05,-1.083636e-05
472,9.272000e+01,8.555296e-01,3.708800e+04,8.467844e-02,-9.919181e-01,-9.924817e-01,8.756507e-02,1.436354e-03,-1.564842e-04,-1.564842e-04
473,5.758500e+01,4.919228e-01,2.303400e+04,4.979542e-02,-9.923014e-01,-9.924130e-01,4.402877e-02,8.202207e-04,-2.035637e-04,-2.035637e-04
474,0.000000e+00,1.308863e-02,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,2.177916e-05,2.177916e-05
